244552,0.00
244562,0.00
244572,0.00
244582,0.00
244592,0.00
244602,0.00
244612,0.00
244622,0.00
244632,0.00
244642,0.00
244652,0.00
244662,0.00
244672,0.00
244682,0.00
244692,0.00
244702,0.00
244712,0.00
244722,0.00
244732,0.00
244742,0.00
244752,0.00
244762,0.00
244772,0.00
244782,0.00
244792,0.00
244802,0.00
244812,0.00
244822,0.00
244832,0.00
244842,0.00
244852,0.00
244862,0.00
244872,0.00
244882,0.00
244892,0.00
244902,0.00
244912,0.00
244922,0.00
244932,0.00
244942,0.00
244952,0.00
244962,0.00
244972,0.00
244982,0.00
244992,0.00
245002,0.00
245012,0.00
245022,0.00
245032,0.00
245042,0.00
245052,0.00
245062,0.00
245072,0.00
245082,0.00
245092,0.00
245102,0.00
245112,0.00
245122,0.00
245132,0.00
245142,0.00
245152,0.00
245162,0.00
245172,0.00
245182,0.00
245192,0.00
245202,0.00
245212,0.00
245222,0.00
245232,0.00
245242,0.00
245252,0.00
245262,0.00
245272,0.00
245282,0.00
245292,0.00
245302,0.00
245312,0.00
245322,0.00
245332,0.00
245342,0.00
245352,0.00
245362,0.00
245372,0.00
245382,0.00
245392,0.00
245402,0.00
245412,0.00
245422,0.00
245432,0.00
245442,0.00
245452,0.00
245462,0.00
245472,0.00
245482,0.00
245492,0.00
245502,0.00
245512,0.00
245522,0.00
245532,0.00
245542,0.00
245552,0.00
245562,0.00
245572,0.00
245582,0.00
245592,0.00
245602,0.00
245612,0.00
245622,0.00
245632,0.00
245642,0.00
245652,0.00
245662,0.00
245672,0.00
245682,0.00
245692,0.00
245702,0.00
245712,0.00
245722,0.00
245732,0.00
245742,0.00
245752,0.00
245762,0.00
245772,0.00
245782,0.00
245792,0.00
245802,0.00
245812,0.00
245822,0.00
245832,0.00
245842,0.00
245852,0.00
245862,0.00
245872,0.00
245882,0.00
245892,0.00
245902,0.00
245912,0.00
245922,0.00
245932,0.00
245942,0.00
245952,0.00
245962,0.00
245972,0.00
245982,0.00
245992,0.00
246002,0.00
246012,0.00
246022,0.00
246032,0.00
246042,0.00
246052,0.00
246062,0.00
246072,0.00
246082,0.00
246092,0.00
246102,0.00
246112,0.00
246122,0.00
246132,0.00
246142,0.00
246152,0.00
246162,0.00
246172,0.00
246182,0.00
246192,0.00
246202,0.00
246212,0.00
246222,0.00
246232,0.00
246242,0.00
246252,0.00
246262,0.00
246272,0.00
246282,0.00
246292,0.00
246302,0.00
246312,0.00
246322,0.00
246332,0.00
246342,0.00
246352,0.00
246362,0.00
246372,0.00
246382,0.00
246392,0.00
246402,0.00
246412,0.00
246422,0.00
246432,0.00
246442,0.00
246452,0.00
246462,0.00
246472,0.00
246482,0.00
246492,0.00
246502,0.00
246512,0.00
246522,0.00
246532,0.00
246542,0.00
246552,0.00
246562,0.00
246572,0.00
246582,0.00
246592,0.00
246602,0.00
246612,0.00
246622,0.00
246632,0.00
246642,0.00
246652,0.00
246662,0.00
246672,0.00
246682,0.00
246692,0.00
246702,0.00
246712,0.00
246722,0.00
246732,0.00
246742,0.00
246752,0.00
246762,0.00
246772,0.00
246782,0.00
246792,0.00
246802,0.00
246812,0.00
246822,0.00
246832,0.00
246842,0.00
246852,0.00
246862,0.00
246872,0.00
246882,0.00
246892,0.00
246902,0.00
246912,0.00
246922,0.00
246932,0.00
246942,0.00
246952,0.00
246962,0.00
246972,0.00
246982,0.00
246992,0.00
247002,0.00
247012,0.00
247022,0.00
247032,0.00
247042,0.00
247052,0.00
247062,0.00
247072,0.00
247082,0.00
247092,0.00
247102,0.00
247112,0.00
247122,0.00
247132,0.00
247142,0.00
247152,0.00
247162,0.00
247172,0.00
247182,0.00
247192,0.00
247202,0.00
247212,0.00
247222,0.00
247232,0.00
247242,0.00
247252,0.00
247262,0.00
247272,0.00
247282,0.00
247292,0.00
247302,0.00
247312,0.00
247322,0.00
247332,0.00
247342,0.00
247352,0.00
247362,0.00
247372,0.00
247382,0.00
247392,0.00
247402,0.00
247412,0.00
247422,0.00
247432,0.00
247442,0.00
247452,0.00
247462,0.00
247472,0.00
247482,0.00
247492,0.00
247502,0.00
247512,0.00
247522,0.00
247532,0.00
247542,0.00
247552,0.00
247562,0.00
247572,0.00
247582,0.00
247592,0.00
247602,0.00
247612,0.00
247622,0.00
247632,0.00
247642,0.00
247652,0.00
247662,0.00
247672,0.00
247682,0.00
247692,0.00
247702,0.00
247712,0.00
247722,0.00
247732,0.00
247742,0.00
247752,0.00
247762,0.00
247772,0.00
247782,0.00
247792,0.00
247802,0.00
247812,0.00
247822,0.00
247832,0.00
247842,0.00
247852,0.00
247862,0.00
247872,0.00
247882,0.00
247892,0.00
247902,0.00
247912,0.00
247922,0.00
247932,0.00
247942,0.00
247952,0.00
247962,0.00
247972,0.00
247982,0.00
247992,0.00
248002,0.00
248012,0.00
248022,0.00
248032,0.00
248042,0.00
248052,0.00
248062,0.00
248072,0.00
248082,0.00
248092,0.00
248102,0.00
248112,0.00
248122,0.00
248132,0.00
248142,0.00
248152,0.00
248162,0.00
248172,0.00
248182,0.00
248192,0.00
248202,0.00
248212,0.00
248222,0.00
248232,0.00
248242,0.00
248252,0.00
248262,0.00
248272,0.00
248282,0.00
248292,0.00
248302,0.00
248312,0.00
248322,0.00
248332,0.00
248342,0.00
248352,0.00
248362,0.00
248372,0.00
248382,0.00
248392,0.00
248402,0.00
248412,0.00
248422,0.00
248432,0.00
248442,0.00
248452,0.00
248462,0.00
248472,0.00
248482,0.00
248492,0.00
248502,0.00
248512,0.00
248522,0.00
248532,0.00
248542,0.00
248552,0.00
248562,0.00
248572,0.00
248582,0.00
248592,0.00
248602,0.00
248612,0.00
248622,0.00
248632,0.00
248642,0.00
248652,0.00
248662,0.00
248672,0.00
248682,0.00
248692,0.00
248702,0.00
248712,0.00
248722,0.00
248732,0.00
248742,0.00
248752,0.00
248762,0.00
248772,0.00
334836,0.00
334846,0.00
334856,0.00
334866,0.00
334876,0.00
334886,0.00
334896,0.00
334906,0.00
334916,0.00
334926,0.00
334936,0.00
334946,0.00
334956,0.00
334966,0.00
334976,0.00
334986,0.00
334996,0.00
335006,0.00
335016,0.00
335026,0.00
335036,0.00
335046,0.00
335056,0.00
335066,0.00
335076,0.00
335086,0.00
335096,0.00
335106,0.00
335116,0.00
335126,0.00
335136,0.00
335146,0.00
335156,0.00
335166,0.00
335176,0.00
335186,0.00
335196,0.00
335206,0.00
335216,0.00
335226,0.00
335236,0.00
335246,0.00
335256,0.00
335266,0.00
335276,0.00
335286,0.00
335296,0.00
335306,0.00
335316,0.00
335326,0.00
335336,0.00
335346,0.00
335356,0.00
335366,0.00
335376,0.00
335386,0.00
335396,0.00
335406,0.00
335416,0.00
335426,0.00
335436,0.00
335446,0.00
335456,0.00
335466,0.00
335476,0.00
335486,0.00
335496,0.00
335506,0.00
335516,0.00
335526,0.00
335536,0.00
335546,0.00
335556,0.00
335566,0.00
335576,0.00
335586,0.00
335596,0.00
335606,0.00
335616,0.00
335626,0.00
335636,0.00
335646,0.00
335656,0.00
335666,0.00
335676,0.00
335686,0.00
335696,0.00
335706,0.00
335716,0.00
335726,0.00
335736,0.00
335746,0.00
335756,0.00
335766,0.00
335776,0.00
335786,0.00
335796,0.00
335806,0.00
335816,0.00
335826,0.00
335836,0.00
335846,0.00
335856,0.00
335866,0.00
335876,0.00
335886,0.00
335896,0.00
335906,0.00
335916,0.00
335926,0.00
335936,0.00
335946,0.00
335956,0.00
335966,0.00
335976,0.00
335986,0.00
335996,0.00
336006,0.00
336016,0.00
336026,0.00
336036,0.00
336046,0.00
336056,0.00
336066,0.00
336076,0.00
336086,0.00
336096,0.00
336106,0.00
336116,0.00
336126,0.00
336136,0.00
336146,0.00
336156,0.00
336166,0.00
336176,0.00
336186,0.00
336196,0.00
336206,0.00
336216,0.00
336226,0.00
336236,0.00
336246,0.00
336256,0.00
336266,0.00
336276,0.00
336286,0.00
336296,0.00
336306,0.00
336316,0.00
336326,0.00
336336,0.00
336346,0.00
336356,0.00
336366,0.00
336376,0.00
336386,0.00
336396,0.00
336406,0.00
336416,0.00
336426,0.00
336436,0.00
336446,0.00
336456,0.00
336466,0.00
336476,0.00
336486,0.00
336496,0.00
336506,0.00
336516,0.00
336526,0.00
336536,0.00
336546,0.00
336556,0.00
336566,0.00
336576,0.00
336586,0.00
336596,0.00
336606,0.00
336616,0.00
336626,0.00
336636,0.00
336646,0.00
336656,0.00
336666,0.00
336676,0.00
336686,0.00
336696,0.00
336706,0.00
336716,0.00
336726,0.00
336736,0.00
336746,0.00
336756,0.00
336766,0.00
336776,0.00
336786,0.00
336796,0.00
336806,0.00
336816,0.00
336826,0.00
336836,0.00
336846,0.00
336856,0.00
336866,0.00
336876,0.00
336886,0.00
336896,0.00
336906,0.00
336916,0.00
336926,0.00
336936,0.00
336946,0.00
336956,0.00
336966,0.00
336976,0.00
336986,0.00
336996,0.00
337006,0.00
337016,0.00
337026,0.00
337036,0.00
337046,0.00
337056,0.00
337066,0.00
337076,0.00
337086,0.00
337096,0.00
337106,0.00
337116,0.00
337126,0.00
337136,0.00
337146,0.00
337156,0.00
337166,0.00
337176,0.00
337186,0.00
337196,0.00
337206,0.00
337216,0.00
337226,0.00
337236,0.00
337246,0.00
337256,0.00
337266,0.00
337276,0.00
337286,0.00
337296,0.00
337306,0.00
337316,0.00
337326,0.00
337336,0.00
337346,0.00
337356,0.00
337366,0.00
337376,0.00
337386,0.00
337396,0.00
337406,0.00
337416,0.00
337426,0.00
337436,0.00
337446,0.00
337456,0.00
337466,0.00
337476,0.00
337486,0.00
337496,0.00
337506,0.00
337516,0.00
337526,0.00
337536,0.00
337546,0.00
337556,0.00
337566,0.00
337576,0.00
337586,0.00
337596,0.00
337606,0.00
337616,0.00
337626,0.00
337636,0.00
337646,0.00
337656,0.00
337666,0.00
337676,0.00
337686,0.00
337696,0.00
337706,0.00
337716,0.00
337726,0.00
337736,0.00
337746,0.00
337756,0.00
337766,0.00
337776,0.00
337786,0.00
337796,0.00
337806,0.00
337816,0.00
337826,0.00
337836,0.00
337846,0.00
337856,0.00
337866,0.00
337876,0.00
337886,0.00
337896,0.00
337906,0.00
337916,0.00
337926,0.00
337936,0.00
337946,0.00
337956,0.00
337966,0.00
337976,0.00
337986,0.00
337996,0.00
338006,0.00
338016,0.00
338026,0.00
338036,0.00
338046,0.00
338056,0.00
338066,0.00
338076,0.00
338086,0.00
338096,0.00
338106,0.00
338116,0.00
338126,0.00
338136,0.00
338146,0.00
338156,0.00
338166,0.00
338176,0.00
338186,0.00
338196,0.00
338206,0.00
338216,0.00
338226,0.00
338236,0.00
338246,0.00
338256,0.00
338266,0.00
338276,0.00
338286,0.00
338296,0.00
338306,0.00
338316,0.00
338326,0.00
338336,0.00
338346,0.00
338356,0.00
338366,0.00
338376,0.00
338386,0.00
338396,0.00
338406,0.00
338416,0.00
338426,0.00
338436,0.00
338446,0.00
338456,0.00
338466,0.00
338476,0.00
338486,0.00
338496,0.00
338506,0.00
338516,0.00
338526,0.00
338536,0.00
338546,0.00
338556,0.00
338566,0.00
338576,0.00
338586,0.00
338596,0.00
338606,0.00
338616,0.00
338626,0.00
338636,0.00
338646,0.00
338656,0.00
338666,0.00
338676,0.00
338686,0.00
338696,0.00
338706,0.00
338716,0.00
338726,0.00
338736,0.00
338746,0.00
338756,0.00
338766,0.00
338776,0.00
338786,0.00
338796,0.00
338806,0.00
338816,0.00
338826,0.00
338836,0.00
338846,0.00
338856,0.00
338866,0.00
338876,0.00
338886,0.00
338896,0.00
338906,0.00
338916,0.00
338926,0.00
338936,0.00
338946,0.00
338956,0.00
338966,0.00
338976,0.00
338986,0.00
338996,0.00
339006,0.00
339016,0.00
339026,0.00
339036,0.00
339046,0.00
339056,0.00
339066,0.00
339076,0.00
339086,0.00
339096,0.00
339106,0.00
339116,0.00
339126,0.00
339136,0.00
339146,0.00
339156,0.00
339166,0.00
339176,0.00
339186,0.00
339196,0.00
339206,0.00
339216,0.00
339226,0.00
339236,0.00
339246,0.00
339256,0.00
339266,0.00
339276,0.00
339286,0.00
339296,0.00
339306,0.00
339316,0.00
339326,0.00
339336,0.00
339346,0.00
339356,0.00
339366,0.00
339376,0.00
339386,0.00
339396,0.00
339406,0.00
339416,0.00
339426,0.00
339436,0.00
339446,0.00
339456,0.00
339466,0.00
339476,0.00
339486,0.00
339496,0.00
339506,0.00
339516,0.00
339526,0.00
339536,0.00
339546,0.00
339556,0.00
339566,0.00
339576,0.00
339586,0.00
339596,0.00
339606,0.00
339616,0.00
339626,0.00
339636,0.00
339646,0.00
339656,0.00
339666,0.00
339676,0.00
339686,0.00
339696,0.00
339706,0.00
339716,0.00
339726,0.00
339736,0.00
339746,0.00
339756,0.00
339766,0.00
339776,0.00
339786,0.00
339796,0.00
339806,0.00
339816,0.00
339826,0.00
339836,0.00
339846,0.00
339856,0.00
339866,0.00
339876,0.00
339886,0.00
339896,0.00
339906,0.00
339916,0.00
339926,0.00
339936,0.00
339946,0.00
339956,0.00
339966,0.00
339976,0.00
339986,0.00
339996,0.00
340006,0.00
340016,0.00
340026,0.00
340036,0.00
340046,0.00
340056,0.00
340066,0.00
340076,0.00
340086,0.00
